epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,270.333,1.67564,0.01849,1.69607,0.58778,0.53218,0.57471,0.24966,1.76731,0.01682,1.73814,0.005941,0.005941,0.005941
43,276.205,1.67312,0.01868,1.68212,0.55885,0.42294,0.45363,0.18021,1.91648,0.02148,1.91976,0.005842,0.005842,0.005842
44,282.179,1.67595,0.01827,1.68379,0.60926,0.50394,0.57671,0.26238,1.73087,0.01767,1.72931,0.005743,0.005743,0.005743
45,289.881,1.65089,0.01823,1.66937,0.61572,0.52756,0.61005,0.26227,1.79658,0.0165,1.77322,0.005644,0.005644,0.005644
46,296.178,1.65337,0.01826,1.68031,0.65263,0.51181,0.58059,0.2604,1.77193,0.01711,1.73215,0.005545,0.005545,0.005545
47,302.027,1.6645,0.01845,1.66803,0.54754,0.53071,0.53723,0.20587,1.85737,0.01778,1.85926,0.005446,0.005446,0.005446
48,307.857,1.65309,0.01801,1.65453,0.59514,0.54803,0.57924,0.269,1.72031,0.01719,1.69717,0.005347,0.005347,0.005347
49,313.704,1.6626,0.01836,1.6584,0.55477,0.47559,0.50487,0.22633,1.79486,0.01879,1.75271,0.005248,0.005248,0.005248
50,320.04,1.64085,0.01802,1.65753,0.58434,0.52026,0.56615,0.24593,1.82149,0.01723,1.77171,0.005149,0.005149,0.005149
51,325.964,1.64862,0.01814,1.6523,0.62451,0.54803,0.62029,0.26903,1.7348,0.01628,1.73356,0.00505,0.00505,0.00505
52,331.983,1.66778,0.01802,1.65196,0.62022,0.49134,0.57203,0.25895,1.75262,0.01655,1.71015,0.004951,0.004951,0.004951
53,337.913,1.63605,0.01798,1.66271,0.59822,0.54961,0.58381,0.27117,1.73603,0.0168,1.74619,0.004852,0.004852,0.004852
54,343.897,1.62633,0.01773,1.6434,0.55051,0.4571,0.48751,0.1993,1.90147,0.01922,1.85356,0.004753,0.004753,0.004753
55,349.902,1.6275,0.01762,1.64042,0.59273,0.51181,0.54904,0.26465,1.72683,0.01807,1.70282,0.004654,0.004654,0.004654
56,355.801,1.64653,0.01783,1.64799,0.54556,0.48776,0.51167,0.23668,1.75405,0.01835,1.75281,0.004555,0.004555,0.004555
57,361.656,1.62438,0.01739,1.63524,0.5812,0.52441,0.57003,0.23964,1.82508,0.01708,1.79657,0.004456,0.004456,0.004456
58,367.533,1.62783,0.01778,1.65646,0.62703,0.52598,0.5932,0.26863,1.75656,0.01621,1.72834,0.004357,0.004357,0.004357
59,373.569,1.61061,0.01757,1.64147,0.62501,0.48661,0.56856,0.26938,1.74744,0.01664,1.72791,0.004258,0.004258,0.004258
60,379.449,1.61295,0.01767,1.62945,0.56623,0.52913,0.56996,0.26802,1.71293,0.01651,1.69928,0.004159,0.004159,0.004159
61,385.368,1.60475,0.01727,1.62186,0.61924,0.55065,0.61743,0.28197,1.73525,0.0161,1.71092,0.00406,0.00406,0.00406
62,391.588,1.60138,0.01722,1.61859,0.60055,0.52324,0.57068,0.27464,1.67693,0.01736,1.65775,0.003961,0.003961,0.003961
63,397.47,1.61169,0.01733,1.62504,0.62841,0.54961,0.59071,0.27621,1.67777,0.01782,1.67271,0.003862,0.003862,0.003862
64,403.347,1.58142,0.01696,1.60663,0.67274,0.57638,0.6449,0.30926,1.67646,0.01569,1.629,0.003763,0.003763,0.003763
65,409.249,1.59716,0.01686,1.61162,0.62076,0.55422,0.59447,0.27835,1.72077,0.01607,1.6956,0.003664,0.003664,0.003664
66,415.078,1.59343,0.0167,1.60643,0.6811,0.5785,0.65381,0.32401,1.64549,0.01554,1.61371,0.003565,0.003565,0.003565
67,420.926,1.57754,0.017,1.61396,0.63233,0.60939,0.64726,0.30006,1.65596,0.01714,1.64992,0.003466,0.003466,0.003466
68,426.853,1.59324,0.01703,1.62164,0.67601,0.55118,0.63486,0.28842,1.75252,0.01549,1.7153,0.003367,0.003367,0.003367
69,432.668,1.58808,0.01679,1.61357,0.59691,0.58768,0.62167,0.30186,1.67523,0.0157,1.66258,0.003268,0.003268,0.003268
70,438.487,1.59763,0.01667,1.62298,0.63231,0.5985,0.64193,0.31204,1.67329,0.01513,1.65492,0.003169,0.003169,0.003169
71,444.318,1.58307,0.01668,1.61377,0.648,0.58898,0.63303,0.30699,1.64453,0.01638,1.65637,0.00307,0.00307,0.00307
72,450.16,1.58443,0.01674,1.60786,0.61589,0.60601,0.63672,0.30801,1.64304,0.01618,1.64546,0.002971,0.002971,0.002971
73,455.991,1.56676,0.01645,1.5947,0.63959,0.56378,0.62089,0.29174,1.67791,0.01651,1.65337,0.002872,0.002872,0.002872
74,461.812,1.56387,0.01653,1.59887,0.60319,0.5748,0.59935,0.28957,1.66825,0.01637,1.65503,0.002773,0.002773,0.002773
75,467.645,1.58617,0.01648,1.61627,0.64687,0.60472,0.65251,0.29585,1.75802,0.01488,1.72275,0.002674,0.002674,0.002674
76,473.462,1.54757,0.01636,1.59026,0.63982,0.52283,0.59306,0.28681,1.71232,0.01646,1.66662,0.002575,0.002575,0.002575
77,479.309,1.56513,0.01624,1.58955,0.61899,0.59685,0.65121,0.31691,1.66,0.01591,1.64779,0.002476,0.002476,0.002476
78,485.137,1.5458,0.01618,1.57685,0.66447,0.5685,0.64316,0.31235,1.65711,0.01614,1.62598,0.002377,0.002377,0.002377
79,490.945,1.56208,0.01667,1.59627,0.6197,0.60315,0.64522,0.30964,1.66699,0.01533,1.64867,0.002278,0.002278,0.002278
80,496.766,1.52444,0.01597,1.56883,0.67227,0.62346,0.68542,0.32824,1.655,0.01473,1.63221,0.002179,0.002179,0.002179
81,502.592,1.54695,0.0162,1.58301,0.63513,0.5622,0.61023,0.26882,1.74479,0.01555,1.74353,0.00208,0.00208,0.00208
82,508.559,1.53066,0.01606,1.5629,0.69856,0.58898,0.68038,0.32682,1.66535,0.01497,1.62978,0.001981,0.001981,0.001981
83,514.401,1.54691,0.01614,1.57776,0.6534,0.60315,0.66634,0.32103,1.66824,0.01507,1.64216,0.001882,0.001882,0.001882
84,520.227,1.53664,0.01593,1.57186,0.66656,0.6063,0.67146,0.32802,1.64559,0.01498,1.61512,0.001783,0.001783,0.001783
85,526.06,1.53735,0.01638,1.56637,0.64453,0.63103,0.67533,0.33259,1.63479,0.01493,1.61019,0.001684,0.001684,0.001684
86,531.895,1.52973,0.01587,1.57186,0.69258,0.56766,0.67196,0.32854,1.64573,0.01554,1.63321,0.001585,0.001585,0.001585
87,537.724,1.5408,0.01609,1.57777,0.67602,0.62992,0.6698,0.32365,1.65536,0.01477,1.62903,0.001486,0.001486,0.001486
88,543.55,1.52876,0.0159,1.56432,0.6685,0.60945,0.66477,0.31856,1.65411,0.01538,1.62983,0.001387,0.001387,0.001387
89,549.372,1.5011,0.01551,1.54688,0.66993,0.63286,0.68237,0.33308,1.64286,0.01516,1.63511,0.001288,0.001288,0.001288
90,555.196,1.51593,0.01588,1.55912,0.68978,0.63378,0.6963,0.34606,1.63483,0.01409,1.62544,0.001189,0.001189,0.001189
91,561.681,1.45675,0.01489,1.57091,0.66399,0.62862,0.67228,0.33259,1.66413,0.01431,1.64063,0.00109,0.00109,0.00109
92,567.485,1.44414,0.01409,1.55293,0.66229,0.62992,0.68629,0.3303,1.66599,0.01426,1.61841,0.000991,0.000991,0.000991
93,573.283,1.43987,0.01367,1.55379,0.6622,0.64252,0.68768,0.34318,1.64244,0.01424,1.62046,0.000892,0.000892,0.000892
94,579.162,1.42935,0.01363,1.5468,0.69635,0.62047,0.69512,0.34482,1.65117,0.01395,1.61659,0.000793,0.000793,0.000793
95,584.953,1.41912,0.01354,1.53405,0.69474,0.62362,0.70515,0.34562,1.65232,0.01407,1.62492,0.000694,0.000694,0.000694
96,590.758,1.40598,0.01324,1.53014,0.70975,0.62205,0.70338,0.34282,1.64146,0.01402,1.61778,0.000595,0.000595,0.000595
97,596.538,1.40231,0.01313,1.52851,0.70112,0.64252,0.70891,0.35376,1.65369,0.01377,1.61929,0.000496,0.000496,0.000496
98,602.337,1.40513,0.01309,1.51857,0.68426,0.64844,0.70404,0.35073,1.63476,0.01389,1.60341,0.000397,0.000397,0.000397
99,608.121,1.40043,0.01308,1.52299,0.69792,0.64034,0.70742,0.35149,1.64048,0.01383,1.61065,0.000298,0.000298,0.000298
100,613.912,1.40906,0.01306,1.52004,0.68362,0.65332,0.70713,0.35448,1.63644,0.01376,1.60723,0.000199,0.000199,0.000199
