epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,141.636,1.78668,0.02034,1.74367,0.48874,0.48976,0.48298,0.208,1.83764,0.01943,1.77618,0.007921,0.007921,0.007921
23,147.975,1.77053,0.02018,1.75704,0.46196,0.45973,0.42284,0.17228,1.90145,0.02041,1.86278,0.007822,0.007822,0.007822
24,154.372,1.77641,0.02014,1.75361,0.56565,0.4758,0.49162,0.18867,1.97142,0.01967,1.90175,0.007723,0.007723,0.007723
25,160.841,1.76609,0.02042,1.76774,0.56605,0.46837,0.51715,0.22061,1.86755,0.01905,1.78906,0.007624,0.007624,0.007624
26,167.33,1.77309,0.02045,1.76401,0.5192,0.44882,0.44817,0.19681,1.83083,0.02075,1.79932,0.007525,0.007525,0.007525
27,173.751,1.75726,0.02009,1.74672,0.51198,0.48504,0.50084,0.20688,1.84833,0.01862,1.80629,0.007426,0.007426,0.007426
28,180.238,1.7523,0.01946,1.72022,0.55644,0.46299,0.50425,0.22405,1.80556,0.01892,1.74115,0.007327,0.007327,0.007327
29,186.548,1.74698,0.01996,1.73698,0.54217,0.38604,0.42845,0.18571,1.90984,0.02092,1.89049,0.007228,0.007228,0.007228
30,192.829,1.7779,0.02025,1.73659,0.49304,0.42677,0.44388,0.17397,1.94875,0.02031,1.90653,0.007129,0.007129,0.007129
31,199.176,1.7572,0.01992,1.73312,0.60125,0.44724,0.51893,0.23525,1.72802,0.01894,1.73196,0.00703,0.00703,0.00703
32,205.525,1.71637,0.0195,1.69961,0.48348,0.45512,0.43601,0.18216,1.78377,0.01918,1.77669,0.006931,0.006931,0.006931
33,211.844,1.72162,0.01924,1.71,0.56294,0.50506,0.53746,0.22924,1.83603,0.01881,1.77702,0.006832,0.006832,0.006832
34,218.18,1.70275,0.01916,1.70884,0.53779,0.50709,0.51714,0.20882,1.89841,0.01855,1.83098,0.006733,0.006733,0.006733
35,224.508,1.71148,0.01919,1.71405,0.55247,0.52598,0.54837,0.23841,1.76406,0.01801,1.74695,0.006634,0.006634,0.006634
36,230.835,1.69515,0.01922,1.69507,0.52078,0.4378,0.44592,0.18523,1.84153,0.02081,1.84962,0.006535,0.006535,0.006535
37,237.201,1.72624,0.01888,1.72452,0.59038,0.46772,0.51933,0.21487,1.87415,0.01855,1.82362,0.006436,0.006436,0.006436
38,243.474,1.70257,0.01888,1.70829,0.57217,0.39685,0.46713,0.19003,1.8942,0.0198,1.92176,0.006337,0.006337,0.006337
39,249.951,1.70058,0.01879,1.6914,0.57009,0.55548,0.56774,0.25515,1.73227,0.01774,1.7163,0.006238,0.006238,0.006238
40,256.328,1.70338,0.01921,1.70351,0.60273,0.50079,0.5418,0.21155,1.89248,0.01799,1.86138,0.006139,0.006139,0.006139
41,262.678,1.68644,0.01878,1.69888,0.5133,0.49494,0.49904,0.2071,1.89975,0.01889,1.868,0.00604,0.00604,0.00604
42,268.962,1.67815,0.01845,1.69165,0.57107,0.54803,0.5687,0.24565,1.78344,0.01713,1.77196,0.005941,0.005941,0.005941
43,275.754,1.67501,0.01885,1.68696,0.594,0.52126,0.57447,0.26006,1.75282,0.01738,1.74712,0.005842,0.005842,0.005842
44,282.224,1.67075,0.01811,1.68708,0.57935,0.54223,0.57325,0.2584,1.78713,0.01828,1.79783,0.005743,0.005743,0.005743
45,288.594,1.65773,0.01839,1.68474,0.55365,0.57235,0.5907,0.24551,1.80882,0.01764,1.78163,0.005644,0.005644,0.005644
46,295.129,1.66358,0.01842,1.68889,0.59922,0.53701,0.58351,0.24457,1.79798,0.01747,1.77383,0.005545,0.005545,0.005545
47,301.789,1.67285,0.01839,1.68173,0.61504,0.53844,0.59815,0.25176,1.80404,0.01681,1.8166,0.005446,0.005446,0.005446
48,308.511,1.66366,0.0182,1.6646,0.61944,0.50079,0.56978,0.25292,1.77576,0.0173,1.72921,0.005347,0.005347,0.005347
49,315.412,1.66811,0.01827,1.66914,0.58086,0.54803,0.57733,0.27676,1.6662,0.01785,1.66096,0.005248,0.005248,0.005248
50,322.176,1.64503,0.01821,1.66242,0.56775,0.51181,0.5444,0.23624,1.8148,0.01808,1.82035,0.005149,0.005149,0.005149
51,329.08,1.6453,0.01817,1.65172,0.61234,0.61102,0.61219,0.27824,1.71627,0.01647,1.68292,0.00505,0.00505,0.00505
52,335.587,1.66665,0.01811,1.67081,0.6285,0.53284,0.59238,0.28323,1.71186,0.01649,1.68819,0.004951,0.004951,0.004951
53,342.344,1.63741,0.01798,1.65926,0.59525,0.53071,0.57108,0.25632,1.78594,0.01697,1.76352,0.004852,0.004852,0.004852
54,348.905,1.62955,0.0177,1.64053,0.60443,0.51024,0.56406,0.21158,1.91862,0.01756,1.84597,0.004753,0.004753,0.004753
55,355.294,1.61838,0.01757,1.63961,0.59621,0.55341,0.60846,0.2877,1.68616,0.01665,1.66101,0.004654,0.004654,0.004654
56,361.665,1.6548,0.01771,1.64973,0.5943,0.58898,0.5999,0.28113,1.70816,0.01653,1.7092,0.004555,0.004555,0.004555
57,368.02,1.61678,0.01731,1.632,0.65224,0.54488,0.61192,0.28229,1.69701,0.01652,1.70756,0.004456,0.004456,0.004456
58,374.444,1.63302,0.01766,1.65608,0.68167,0.56693,0.64208,0.28304,1.76594,0.01587,1.73606,0.004357,0.004357,0.004357
59,380.894,1.61858,0.0173,1.63361,0.66796,0.57638,0.64356,0.29843,1.71319,0.01567,1.68766,0.004258,0.004258,0.004258
60,387.711,1.6053,0.01738,1.6152,0.6479,0.56535,0.62199,0.28243,1.72741,0.01602,1.69783,0.004159,0.004159,0.004159
61,394.317,1.59271,0.01718,1.61766,0.65636,0.54803,0.61542,0.29034,1.68067,0.01668,1.66993,0.00406,0.00406,0.00406
62,401.088,1.59342,0.01703,1.61453,0.59323,0.56269,0.59309,0.27897,1.69357,0.0163,1.66703,0.003961,0.003961,0.003961
63,407.678,1.60929,0.0172,1.62214,0.63773,0.56277,0.63124,0.28822,1.71659,0.0165,1.69312,0.003862,0.003862,0.003862
64,413.992,1.58331,0.01674,1.59906,0.636,0.54803,0.6122,0.27064,1.74471,0.01602,1.71691,0.003763,0.003763,0.003763
65,420.253,1.60156,0.01686,1.609,0.65539,0.55433,0.61943,0.27931,1.71202,0.01601,1.6896,0.003664,0.003664,0.003664
66,426.468,1.58231,0.01656,1.59496,0.6576,0.57465,0.63851,0.31328,1.62924,0.0154,1.60247,0.003565,0.003565,0.003565
67,432.792,1.57386,0.01669,1.60724,0.64468,0.57795,0.63366,0.30429,1.65906,0.01531,1.64117,0.003466,0.003466,0.003466
68,439.223,1.59554,0.01685,1.61392,0.64101,0.60458,0.6562,0.30321,1.71876,0.01535,1.70489,0.003367,0.003367,0.003367
69,445.565,1.57349,0.01665,1.59762,0.64139,0.60945,0.65128,0.3159,1.68803,0.01502,1.66587,0.003268,0.003268,0.003268
70,452.016,1.588,0.01655,1.60975,0.67863,0.62205,0.67342,0.32969,1.66005,0.01495,1.63765,0.003169,0.003169,0.003169
71,458.472,1.5713,0.01666,1.59356,0.67298,0.60157,0.67261,0.32741,1.65022,0.01509,1.63314,0.00307,0.00307,0.00307
72,464.795,1.58372,0.01662,1.59679,0.63036,0.60427,0.65289,0.31067,1.64978,0.01558,1.64472,0.002971,0.002971,0.002971
73,471.135,1.55933,0.0164,1.58947,0.66996,0.56535,0.65608,0.31457,1.6725,0.01538,1.64528,0.002872,0.002872,0.002872
74,477.473,1.56282,0.01653,1.59697,0.69512,0.57807,0.65916,0.31627,1.68047,0.01509,1.67008,0.002773,0.002773,0.002773
75,483.791,1.58224,0.01635,1.60415,0.6618,0.62866,0.67528,0.29851,1.78587,0.01481,1.75255,0.002674,0.002674,0.002674
76,490.141,1.56291,0.01628,1.59281,0.65441,0.62835,0.6738,0.32305,1.6876,0.01491,1.66073,0.002575,0.002575,0.002575
77,496.813,1.55756,0.01623,1.58387,0.68919,0.59363,0.66604,0.32179,1.68404,0.01508,1.65253,0.002476,0.002476,0.002476
78,503.213,1.54565,0.01611,1.57223,0.65014,0.62835,0.68063,0.33781,1.65091,0.0148,1.61807,0.002377,0.002377,0.002377
79,509.59,1.56891,0.01648,1.59124,0.6739,0.63135,0.67972,0.34162,1.64317,0.01454,1.62785,0.002278,0.002278,0.002278
80,515.928,1.52866,0.01578,1.5638,0.69694,0.64827,0.69836,0.34038,1.6544,0.01463,1.63037,0.002179,0.002179,0.002179
81,522.314,1.54772,0.01613,1.5806,0.639,0.65506,0.68065,0.31828,1.67528,0.01478,1.65179,0.00208,0.00208,0.00208
82,528.776,1.5262,0.01592,1.55679,0.65343,0.64094,0.69505,0.33994,1.64459,0.01433,1.61794,0.001981,0.001981,0.001981
83,535.237,1.537,0.01599,1.56356,0.69272,0.64724,0.69673,0.33865,1.65482,0.01445,1.62089,0.001882,0.001882,0.001882
84,541.613,1.5263,0.01579,1.56066,0.68392,0.61732,0.67966,0.33955,1.63066,0.01469,1.60641,0.001783,0.001783,0.001783
85,547.987,1.54767,0.01627,1.57086,0.62247,0.63937,0.67276,0.33447,1.63508,0.01509,1.61445,0.001684,0.001684,0.001684
86,554.347,1.5297,0.01586,1.56819,0.67199,0.60654,0.67909,0.34502,1.63489,0.01434,1.61392,0.001585,0.001585,0.001585
87,560.65,1.53408,0.0158,1.56829,0.68712,0.62253,0.68893,0.33616,1.68218,0.01434,1.6413,0.001486,0.001486,0.001486
88,566.949,1.52339,0.01564,1.55525,0.67867,0.62863,0.6931,0.34826,1.63207,0.01411,1.61263,0.001387,0.001387,0.001387
89,573.318,1.49872,0.01529,1.53893,0.66852,0.64094,0.69264,0.35323,1.63243,0.0144,1.62241,0.001288,0.001288,0.001288
90,579.696,1.52203,0.01575,1.55814,0.68495,0.64708,0.69439,0.35048,1.62876,0.01421,1.61414,0.001189,0.001189,0.001189
91,586.547,1.4447,0.01468,1.55488,0.68001,0.61417,0.67657,0.34197,1.64273,0.01439,1.61873,0.00109,0.00109,0.00109
92,592.941,1.42941,0.01395,1.55182,0.69999,0.6252,0.69859,0.34457,1.64164,0.01402,1.60561,0.000991,0.000991,0.000991
93,599.308,1.4241,0.0134,1.54958,0.68416,0.60722,0.69113,0.34348,1.63383,0.01388,1.61445,0.000892,0.000892,0.000892
94,605.673,1.41732,0.0134,1.54006,0.66916,0.64341,0.69482,0.35707,1.61399,0.01386,1.59565,0.000793,0.000793,0.000793
95,611.973,1.40199,0.01317,1.51914,0.67788,0.65951,0.70614,0.3643,1.61195,0.01363,1.59132,0.000694,0.000694,0.000694
96,618.387,1.41598,0.01304,1.53484,0.69562,0.64409,0.70592,0.35954,1.6137,0.01368,1.59368,0.000595,0.000595,0.000595
97,624.79,1.4013,0.01314,1.52418,0.69524,0.65025,0.71805,0.36508,1.61756,0.01347,1.59055,0.000496,0.000496,0.000496
98,631.134,1.40028,0.01297,1.51003,0.71537,0.6315,0.71825,0.36873,1.60312,0.01341,1.58627,0.000397,0.000397,0.000397
99,637.966,1.39054,0.01297,1.51727,0.71342,0.64687,0.71826,0.36427,1.6201,0.01352,1.59872,0.000298,0.000298,0.000298
100,644.35,1.41041,0.0129,1.52161,0.70769,0.65039,0.71608,0.36592,1.61768,0.01349,1.59927,0.000199,0.000199,0.000199
