epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,426.321,1.55336,0.01681,1.63038,0.64546,0.53701,0.60547,0.29074,1.69768,0.01696,1.70947,0.003565,0.003565,0.003565
67,432.599,1.56532,0.01677,1.63087,0.59058,0.56535,0.6047,0.28951,1.73908,0.01641,1.7653,0.003466,0.003466,0.003466
68,438.86,1.58219,0.01703,1.65162,0.6353,0.60077,0.63484,0.29864,1.73369,0.01549,1.75496,0.003367,0.003367,0.003367
69,445.122,1.56324,0.01702,1.6279,0.5111,0.51654,0.51879,0.23907,1.81904,0.01759,1.85983,0.003268,0.003268,0.003268
70,451.375,1.54338,0.01692,1.62734,0.64826,0.55433,0.61748,0.29619,1.71992,0.01639,1.75736,0.003169,0.003169,0.003169
71,457.667,1.54419,0.01662,1.61807,0.66864,0.59528,0.64255,0.3093,1.66962,0.01558,1.7076,0.00307,0.00307,0.00307
72,463.974,1.5416,0.01642,1.61386,0.63029,0.63092,0.64609,0.32127,1.64163,0.01579,1.67531,0.002971,0.002971,0.002971
73,470.312,1.55219,0.01653,1.60298,0.66065,0.61102,0.66004,0.31652,1.68017,0.01554,1.69055,0.002872,0.002872,0.002872
74,476.6,1.53725,0.01648,1.61887,0.58951,0.61967,0.6232,0.29219,1.74901,0.01603,1.8062,0.002773,0.002773,0.002773
75,482.908,1.54229,0.01641,1.62274,0.63189,0.63257,0.64814,0.30664,1.71769,0.01535,1.74559,0.002674,0.002674,0.002674
76,489.243,1.54741,0.01626,1.62451,0.59851,0.5937,0.62431,0.29513,1.66612,0.01826,1.71997,0.002575,0.002575,0.002575
77,495.522,1.52434,0.01632,1.60118,0.62506,0.61102,0.64843,0.30397,1.69914,0.01542,1.72271,0.002476,0.002476,0.002476
78,501.806,1.53174,0.01623,1.60417,0.62514,0.58268,0.61369,0.30176,1.68066,0.01657,1.72981,0.002377,0.002377,0.002377
79,508.145,1.50861,0.01581,1.58728,0.6218,0.63694,0.63641,0.30535,1.7048,0.01522,1.74817,0.002278,0.002278,0.002278
80,515.157,1.51688,0.01612,1.59898,0.6455,0.62835,0.659,0.32492,1.69767,0.01498,1.76092,0.002179,0.002179,0.002179
81,521.544,1.5274,0.01589,1.60689,0.59697,0.63622,0.63201,0.3018,1.75497,0.0155,1.8151,0.00208,0.00208,0.00208
82,527.973,1.51783,0.01605,1.60901,0.60922,0.63937,0.65181,0.31782,1.67269,0.01535,1.72806,0.001981,0.001981,0.001981
83,534.429,1.50036,0.01592,1.59603,0.66765,0.60157,0.66841,0.32821,1.65159,0.0153,1.693,0.001882,0.001882,0.001882
84,540.958,1.50474,0.01569,1.58301,0.67246,0.60945,0.65754,0.32951,1.66878,0.01541,1.69655,0.001783,0.001783,0.001783
85,547.354,1.4941,0.01586,1.57402,0.68033,0.60157,0.65882,0.3243,1.66952,0.01493,1.70324,0.001684,0.001684,0.001684
86,553.757,1.48664,0.01562,1.57798,0.64987,0.63937,0.68098,0.32937,1.68445,0.01498,1.71874,0.001585,0.001585,0.001585
87,560.146,1.50775,0.01577,1.58424,0.67239,0.62992,0.67307,0.33548,1.63563,0.01566,1.68404,0.001486,0.001486,0.001486
88,566.77,1.50617,0.0157,1.58248,0.65673,0.64174,0.67546,0.33774,1.65187,0.01491,1.6947,0.001387,0.001387,0.001387
89,573.062,1.50518,0.01565,1.58134,0.63343,0.64882,0.66598,0.32798,1.67284,0.01508,1.7045,0.001288,0.001288,0.001288
90,579.325,1.51173,0.01598,1.59559,0.63033,0.64409,0.66196,0.32291,1.67233,0.01519,1.70667,0.001189,0.001189,0.001189
91,586.4,1.43194,0.01464,1.58107,0.62589,0.65512,0.66813,0.32377,1.6948,0.0149,1.71885,0.00109,0.00109,0.00109
92,592.616,1.40345,0.01394,1.5583,0.63519,0.61421,0.66351,0.31592,1.69592,0.01506,1.71913,0.000991,0.000991,0.000991
93,598.86,1.39469,0.01343,1.55611,0.59928,0.62047,0.64111,0.30595,1.7106,0.0153,1.76201,0.000892,0.000892,0.000892
94,605.137,1.40547,0.01337,1.5716,0.64898,0.64252,0.68043,0.32639,1.67959,0.01452,1.70656,0.000793,0.000793,0.000793
95,611.407,1.37302,0.01322,1.55529,0.65944,0.67084,0.68924,0.34733,1.64671,0.01433,1.68319,0.000694,0.000694,0.000694
96,617.675,1.40448,0.01335,1.57255,0.68164,0.65197,0.68728,0.33294,1.65248,0.01441,1.685,0.000595,0.000595,0.000595
97,623.904,1.37844,0.01304,1.55081,0.65732,0.65551,0.69275,0.33077,1.67297,0.01431,1.6927,0.000496,0.000496,0.000496
98,630.145,1.38564,0.01305,1.5508,0.66359,0.6772,0.69511,0.34184,1.64255,0.01439,1.67904,0.000397,0.000397,0.000397
99,636.389,1.38329,0.01303,1.54992,0.66745,0.64794,0.69518,0.33846,1.6485,0.01448,1.68947,0.000298,0.000298,0.000298
100,642.609,1.38374,0.01303,1.55322,0.64636,0.66776,0.6976,0.34377,1.65186,0.01425,1.68891,0.000199,0.000199,0.000199
